phenotype,Gene,ontoma_mapping,ontoma_mapping_label,icd_mapping,icd_mapping_label,top_assoc_mapping,top_assoc_mapping_label
Glycated haemoglobin (HbA1c),PFKM,,,,,EFO_0001379,endocrine system disease
Glycated haemoglobin (HbA1c),PFKM,,,,,EFO_0005803,hematologic disease
Glycated haemoglobin (HbA1c),PFKM,,,,,EFO_0001444,measurement
HDL cholesterol,PDE3B,EFO_0004612,high density lipoprotein cholesterol measurement,,,EFO_0000589,metabolic disease
HDL cholesterol,PDE3B,EFO_0004612,high density lipoprotein cholesterol measurement,,,OTAR_0000020,nutritional or metabolic disease
HDL cholesterol,PDE3B,EFO_0004612,high density lipoprotein cholesterol measurement,,,EFO_0001379,endocrine system disease
HDL cholesterol,PDE3B,EFO_0004612,high density lipoprotein cholesterol measurement,,,OTAR_0000010,respiratory or thoracic disease
HDL cholesterol,PDE3B,EFO_0004612,high density lipoprotein cholesterol measurement,,,EFO_0000508,genetic disorder
HDL cholesterol,PDE3B,EFO_0004612,high density lipoprotein cholesterol measurement,,,OTAR_0000018,"genetic, familial or congenital disease"
HDL cholesterol,PDE3B,EFO_0004612,high density lipoprotein cholesterol measurement,,,EFO_0001444,measurement
HDL cholesterol,PDE3B,EFO_0004612,high density lipoprotein cholesterol measurement,,,EFO_0000618,nervous system disease
HDL cholesterol,PDE3B,EFO_0004612,high density lipoprotein cholesterol measurement,,,EFO_0010285,integumentary system disease
Lymphocyte count,SBNO2,EFO_0004587,lymphocyte count,,,EFO_0001444,measurement
Lymphocyte count,SBNO2,EFO_0004587,lymphocyte count,,,OTAR_0000018,"genetic, familial or congenital disease"
Lymphocyte count,SBNO2,EFO_0004587,lymphocyte count,,,MONDO_0045024,cancer or benign tumor
Platelet count,GP1BB,EFO_0004309,platelet count,,,OTAR_0000018,"genetic, familial or congenital disease"
Platelet count,GP1BB,EFO_0004309,platelet count,,,EFO_0005803,hematologic disease
Platelet count,GP1BB,EFO_0004309,platelet count,,,EFO_0001444,measurement
Platelet count,GP1BB,EFO_0004309,platelet count,,,MONDO_0045024,cancer or benign tumor
Mean corpuscular haemoglobin,TERT,EFO_0004527,mean corpuscular hemoglobin,,,EFO_0005803,hematologic disease
Mean corpuscular haemoglobin,TERT,EFO_0004527,mean corpuscular hemoglobin,,,OTAR_0000018,"genetic, familial or congenital disease"
Mean corpuscular haemoglobin,TERT,EFO_0004527,mean corpuscular hemoglobin,,,EFO_0001444,measurement
Mean corpuscular haemoglobin,TERT,EFO_0004527,mean corpuscular hemoglobin,,,EFO_0000589,metabolic disease
Mean corpuscular haemoglobin,TERT,EFO_0004527,mean corpuscular hemoglobin,,,OTAR_0000020,nutritional or metabolic disease
Mean corpuscular haemoglobin,TERT,EFO_0004527,mean corpuscular hemoglobin,,,MONDO_0045024,cancer or benign tumor
Mean corpuscular haemoglobin,TERT,EFO_0004527,mean corpuscular hemoglobin,,,MONDO_0023370,neoplastic disease or syndrome
Mean corpuscular haemoglobin,TERT,EFO_0004527,mean corpuscular hemoglobin,,,Orphanet_71859,Rare genetic neurological disorder
Mean corpuscular haemoglobin,TERT,EFO_0004527,mean corpuscular hemoglobin,,,EFO_0000508,genetic disorder
Mean corpuscular haemoglobin,TERT,EFO_0004527,mean corpuscular hemoglobin,,,EFO_0000618,nervous system disease
Mean corpuscular haemoglobin,TERT,EFO_0004527,mean corpuscular hemoglobin,,,OTAR_0000010,respiratory or thoracic disease
IGF-1,PAPPA2,,,,,EFO_0001379,endocrine system disease
IGF-1,PAPPA2,,,,,EFO_0001444,measurement
IGF-1,PAPPA2,,,,,OTAR_0000010,respiratory or thoracic disease
IGF-1,PAPPA2,,,,,OTAR_0000018,"genetic, familial or congenital disease"
IGF-1,PAPPA2,,,,,MONDO_0045024,cancer or benign tumor
IGF-1,PAPPA2,,,,,EFO_0000508,genetic disorder
IGF-1,PAPPA2,,,,,EFO_0009690,urinary system disease
Impedance of arm (right),FLG,,,,,EFO_0010285,integumentary system disease
Impedance of arm (right),FLG,,,,,MONDO_0045024,cancer or benign tumor
Impedance of arm (right),FLG,,,,,EFO_0000508,genetic disorder
Impedance of arm (right),FLG,,,,,OTAR_0000018,"genetic, familial or congenital disease"
Impedance of arm (right),FLG,,,,,OTAR_0000006,musculoskeletal or connective tissue disease
Weight,MC4R,EFO_0004338,body weight,,,EFO_0000589,metabolic disease
Weight,MC4R,EFO_0004338,body weight,,,OTAR_0000020,nutritional or metabolic disease
Neutrophill count,CXCR2,,,,,EFO_0000540,immune system disease
Neutrophill count,CXCR2,,,,,EFO_0005803,hematologic disease
Neutrophill count,CXCR2,,,,,MONDO_0045024,cancer or benign tumor
Neutrophill count,CXCR2,,,,,EFO_0001444,measurement
Neutrophill count,CXCR2,,,,,EFO_0010285,integumentary system disease
Mean sphered cell volume,LCAT,EFO_0004526,mean corpuscular volume,,,EFO_0005803,hematologic disease
Mean sphered cell volume,LCAT,EFO_0004526,mean corpuscular volume,,,EFO_0000508,genetic disorder
Mean sphered cell volume,LCAT,EFO_0004526,mean corpuscular volume,,,OTAR_0000018,"genetic, familial or congenital disease"
Mean sphered cell volume,LCAT,EFO_0004526,mean corpuscular volume,,,EFO_0001379,endocrine system disease
Mean sphered cell volume,LCAT,EFO_0004526,mean corpuscular volume,,,MONDO_0045024,cancer or benign tumor
Mean sphered cell volume,LCAT,EFO_0004526,mean corpuscular volume,,,EFO_0010285,integumentary system disease
Mean sphered cell volume,LCAT,EFO_0004526,mean corpuscular volume,,,EFO_0001444,measurement
Mean sphered cell volume,LCAT,EFO_0004526,mean corpuscular volume,,,EFO_0010282,gastrointestinal disease
Interpolated Age of participant when non-cancer illness first diagnosed,FLG,,,,,EFO_0010285,integumentary system disease
Hand grip strength (left),FLG,,,,,EFO_0010285,integumentary system disease
Haematocrit percentage,ACO1,,,,,EFO_0005803,hematologic disease
Haematocrit percentage,ACO1,,,,,EFO_0001444,measurement
Haematocrit percentage,ACO1,,,,,OTAR_0000018,"genetic, familial or congenital disease"
Haematocrit percentage,ACO1,,,,,EFO_0000508,genetic disorder
Haematocrit percentage,ACO1,,,,,EFO_0000589,metabolic disease
Haematocrit percentage,ACO1,,,,,OTAR_0000020,nutritional or metabolic disease
Platelet count,IQGAP2,EFO_0004309,platelet count,,,OTAR_0000018,"genetic, familial or congenital disease"
Platelet count,IQGAP2,EFO_0004309,platelet count,,,EFO_0005803,hematologic disease
Platelet count,IQGAP2,EFO_0004309,platelet count,,,EFO_0001444,measurement
Platelet count,IQGAP2,EFO_0004309,platelet count,,,MONDO_0045024,cancer or benign tumor
Heel Broadband ultrasound attenuation| direct entry,MEPE,,,,,EFO_0001444,measurement
Creatinine,SLC22A7,,,,,EFO_0009690,urinary system disease
Creatinine,SLC22A7,,,,,EFO_0001444,measurement
Creatinine,SLC22A7,,,,,EFO_0000618,nervous system disease
Creatinine,SLC22A7,,,,,EFO_0001379,endocrine system disease
Creatinine,SLC22A7,,,,,EFO_0000540,immune system disease
Creatinine,SLC22A7,,,,,EFO_0000508,genetic disorder
Creatinine,SLC22A7,,,,,OTAR_0000018,"genetic, familial or congenital disease"
Leg predicted mass (left),MC4R,,,,,EFO_0000589,metabolic disease
Leg predicted mass (left),MC4R,,,,,OTAR_0000020,nutritional or metabolic disease
Leg predicted mass (left),MC4R,,,,,OTAR_0000018,"genetic, familial or congenital disease"
Leg predicted mass (left),MC4R,,,,,EFO_0001379,endocrine system disease
Leg predicted mass (left),MC4R,,,,,EFO_0001444,measurement
Leg predicted mass (left),MC4R,,,,,MONDO_0045024,cancer or benign tumor
Basal metabolic rate,MC4R,EFO_0007777,base metabolic rate measurement,,,EFO_0000589,metabolic disease
Basal metabolic rate,MC4R,EFO_0007777,base metabolic rate measurement,,,OTAR_0000020,nutritional or metabolic disease
Basal metabolic rate,MC4R,EFO_0007777,base metabolic rate measurement,,,OTAR_0000018,"genetic, familial or congenital disease"
Basal metabolic rate,MC4R,EFO_0007777,base metabolic rate measurement,,,EFO_0001444,measurement
Basal metabolic rate,MC4R,EFO_0007777,base metabolic rate measurement,,,EFO_0001379,endocrine system disease
Basal metabolic rate,MC4R,EFO_0007777,base metabolic rate measurement,,,MONDO_0045024,cancer or benign tumor
Leg fat-free mass (right),MC4R,,,,,EFO_0000589,metabolic disease
Leg fat-free mass (right),MC4R,,,,,OTAR_0000020,nutritional or metabolic disease
Leg fat-free mass (right),MC4R,,,,,EFO_0001379,endocrine system disease
Leg fat-free mass (right),MC4R,,,,,OTAR_0000018,"genetic, familial or congenital disease"
Leg fat-free mass (right),MC4R,,,,,EFO_0001444,measurement
Leg fat-free mass (right),MC4R,,,,,MONDO_0045024,cancer or benign tumor
IGF-1,IGFBP3,,,,,EFO_0001379,endocrine system disease
IGF-1,IGFBP3,,,,,EFO_0001444,measurement
IGF-1,IGFBP3,,,,,OTAR_0000010,respiratory or thoracic disease
IGF-1,IGFBP3,,,,,OTAR_0000018,"genetic, familial or congenital disease"
IGF-1,IGFBP3,,,,,MONDO_0045024,cancer or benign tumor
IGF-1,IGFBP3,,,,,EFO_0000508,genetic disorder
IGF-1,IGFBP3,,,,,EFO_0009690,urinary system disease
High light scatter reticulocyte percentage,RHAG,EFO_0009202,Reticulocyte Mean Corpuscular Hemoglobin Measurement,,,OTAR_0000018,"genetic, familial or congenital disease"
High light scatter reticulocyte percentage,RHAG,EFO_0009202,Reticulocyte Mean Corpuscular Hemoglobin Measurement,,,EFO_0001444,measurement
High light scatter reticulocyte percentage,RHAG,EFO_0009202,Reticulocyte Mean Corpuscular Hemoglobin Measurement,,,EFO_0000508,genetic disorder
High light scatter reticulocyte percentage,RHAG,EFO_0009202,Reticulocyte Mean Corpuscular Hemoglobin Measurement,,,MONDO_0045024,cancer or benign tumor
High light scatter reticulocyte percentage,RHAG,EFO_0009202,Reticulocyte Mean Corpuscular Hemoglobin Measurement,,,EFO_0000589,metabolic disease
High light scatter reticulocyte percentage,RHAG,EFO_0009202,Reticulocyte Mean Corpuscular Hemoglobin Measurement,,,OTAR_0000020,nutritional or metabolic disease
High light scatter reticulocyte percentage,RHAG,EFO_0009202,Reticulocyte Mean Corpuscular Hemoglobin Measurement,,,EFO_0000618,nervous system disease
High light scatter reticulocyte percentage,RHAG,EFO_0009202,Reticulocyte Mean Corpuscular Hemoglobin Measurement,,,EFO_0010285,integumentary system disease
High light scatter reticulocyte percentage,RHAG,EFO_0009202,Reticulocyte Mean Corpuscular Hemoglobin Measurement,,,EFO_0004503,hematological measurement
Median T2star in caudate (right),STAB1,,,,,EFO_0001444,measurement
Mean platelet (thrombocyte) volume,RHOF,,,,,EFO_0001444,measurement
Mean platelet (thrombocyte) volume,RHOF,,,,,EFO_0000508,genetic disorder
Mean platelet (thrombocyte) volume,RHOF,,,,,OTAR_0000018,"genetic, familial or congenital disease"
Mean platelet (thrombocyte) volume,RHOF,,,,,EFO_0005803,hematologic disease
Mean platelet (thrombocyte) volume,RHOF,,,,,MONDO_0045024,cancer or benign tumor
Mean platelet (thrombocyte) volume,RHOF,,,,,EFO_0000616,neoplasm
Mean platelet (thrombocyte) volume,RHOF,,,,,MONDO_0023370,neoplastic disease or syndrome
Mean platelet (thrombocyte) volume,RHOF,,,,,EFO_0009386,central nervous system disease
Mean platelet (thrombocyte) volume,RHOF,,,,,EFO_0000618,nervous system disease
Mean platelet (thrombocyte) volume,RHOF,,,,,EFO_0004584,mean platelet volume
Mean platelet (thrombocyte) volume,RHOF,,,,,EFO_0006846,autoimmune disease biomarker
Mean platelet (thrombocyte) volume,RHOF,,,,,EFO_0005036,platelet measurement
Mean platelet (thrombocyte) volume,RHOF,,,,,EFO_0004503,hematological measurement
Mean platelet (thrombocyte) volume,RHOF,,,,,EFO_0010285,integumentary system disease
Alkaline phosphatase,B4GALNT3,,,,,EFO_0000508,genetic disorder
Alkaline phosphatase,B4GALNT3,,,,,OTAR_0000018,"genetic, familial or congenital disease"
Alkaline phosphatase,B4GALNT3,,,,,EFO_0001444,measurement
Alkaline phosphatase,B4GALNT3,,,,,EFO_0010282,gastrointestinal disease
Alkaline phosphatase,B4GALNT3,,,,,EFO_0000651,phenotype
Alkaline phosphatase,B4GALNT3,,,,,HP_0000118,Phenotypic abnormality
Leg predicted mass (right),MC4R,,,,,EFO_0000589,metabolic disease
Leg predicted mass (right),MC4R,,,,,OTAR_0000020,nutritional or metabolic disease
Leg predicted mass (right),MC4R,,,,,OTAR_0000018,"genetic, familial or congenital disease"
Leg predicted mass (right),MC4R,,,,,EFO_0001379,endocrine system disease
Leg predicted mass (right),MC4R,,,,,EFO_0001444,measurement
Leg predicted mass (right),MC4R,,,,,MONDO_0045024,cancer or benign tumor
High light scatter reticulocyte count,RHAG,EFO_0007986,reticulocyte count,,,EFO_0001444,measurement
High light scatter reticulocyte count,RHAG,EFO_0007986,reticulocyte count,,,OTAR_0000018,"genetic, familial or congenital disease"
High light scatter reticulocyte count,RHAG,EFO_0007986,reticulocyte count,,,EFO_0000508,genetic disorder
High light scatter reticulocyte count,RHAG,EFO_0007986,reticulocyte count,,,MONDO_0045024,cancer or benign tumor
High light scatter reticulocyte count,RHAG,EFO_0007986,reticulocyte count,,,EFO_0000589,metabolic disease
High light scatter reticulocyte count,RHAG,EFO_0007986,reticulocyte count,,,OTAR_0000020,nutritional or metabolic disease
High light scatter reticulocyte count,RHAG,EFO_0007986,reticulocyte count,,,EFO_0000618,nervous system disease
High light scatter reticulocyte count,RHAG,EFO_0007986,reticulocyte count,,,EFO_0010285,integumentary system disease
High light scatter reticulocyte count,RHAG,EFO_0007986,reticulocyte count,,,EFO_0005803,hematologic disease
Monocyte count,MPO,EFO_0005091,monocyte count,,,EFO_0000540,immune system disease
Monocyte count,MPO,EFO_0005091,monocyte count,,,OTAR_0000018,"genetic, familial or congenital disease"
Monocyte count,MPO,EFO_0005091,monocyte count,,,EFO_0001444,measurement
Monocyte count,MPO,EFO_0005091,monocyte count,,,EFO_0005803,hematologic disease
Mean sphered cell volume,KLF1,EFO_0004526,mean corpuscular volume,,,EFO_0005803,hematologic disease
Mean sphered cell volume,KLF1,EFO_0004526,mean corpuscular volume,,,EFO_0000508,genetic disorder
Mean sphered cell volume,KLF1,EFO_0004526,mean corpuscular volume,,,OTAR_0000018,"genetic, familial or congenital disease"
Mean sphered cell volume,KLF1,EFO_0004526,mean corpuscular volume,,,EFO_0001379,endocrine system disease
Mean sphered cell volume,KLF1,EFO_0004526,mean corpuscular volume,,,MONDO_0045024,cancer or benign tumor
Mean sphered cell volume,KLF1,EFO_0004526,mean corpuscular volume,,,EFO_0010285,integumentary system disease
Mean sphered cell volume,KLF1,EFO_0004526,mean corpuscular volume,,,EFO_0001444,measurement
Mean sphered cell volume,KLF1,EFO_0004526,mean corpuscular volume,,,EFO_0010282,gastrointestinal disease
High light scatter reticulocyte percentage,SPHK1,EFO_0009202,Reticulocyte Mean Corpuscular Hemoglobin Measurement,,,OTAR_0000018,"genetic, familial or congenital disease"
High light scatter reticulocyte percentage,SPHK1,EFO_0009202,Reticulocyte Mean Corpuscular Hemoglobin Measurement,,,EFO_0001444,measurement
High light scatter reticulocyte percentage,SPHK1,EFO_0009202,Reticulocyte Mean Corpuscular Hemoglobin Measurement,,,EFO_0000508,genetic disorder
High light scatter reticulocyte percentage,SPHK1,EFO_0009202,Reticulocyte Mean Corpuscular Hemoglobin Measurement,,,MONDO_0045024,cancer or benign tumor
High light scatter reticulocyte percentage,SPHK1,EFO_0009202,Reticulocyte Mean Corpuscular Hemoglobin Measurement,,,EFO_0000589,metabolic disease
High light scatter reticulocyte percentage,SPHK1,EFO_0009202,Reticulocyte Mean Corpuscular Hemoglobin Measurement,,,OTAR_0000020,nutritional or metabolic disease
High light scatter reticulocyte percentage,SPHK1,EFO_0009202,Reticulocyte Mean Corpuscular Hemoglobin Measurement,,,EFO_0000618,nervous system disease
High light scatter reticulocyte percentage,SPHK1,EFO_0009202,Reticulocyte Mean Corpuscular Hemoglobin Measurement,,,EFO_0010285,integumentary system disease
High light scatter reticulocyte percentage,SPHK1,EFO_0009202,Reticulocyte Mean Corpuscular Hemoglobin Measurement,,,EFO_0004503,hematological measurement
Platelet crit,ITGA2B,EFO_0007985,platelet crit,,,OTAR_0000018,"genetic, familial or congenital disease"
Platelet crit,ITGA2B,EFO_0007985,platelet crit,,,EFO_0005803,hematologic disease
Platelet crit,ITGA2B,EFO_0007985,platelet crit,,,EFO_0001444,measurement
Platelet crit,ITGA2B,EFO_0007985,platelet crit,,,MONDO_0045024,cancer or benign tumor
Reticulocyte percentage,GMPR,,,,,OTAR_0000018,"genetic, familial or congenital disease"
Reticulocyte percentage,GMPR,,,,,EFO_0000508,genetic disorder
Reticulocyte percentage,GMPR,,,,,EFO_0001444,measurement
Reticulocyte percentage,GMPR,,,,,EFO_0000589,metabolic disease
Reticulocyte percentage,GMPR,,,,,OTAR_0000020,nutritional or metabolic disease
Reticulocyte percentage,GMPR,,,,,EFO_0010285,integumentary system disease
Reticulocyte percentage,GMPR,,,,,MONDO_0045024,cancer or benign tumor
Leg fat-free mass (left),MC4R,,,,,EFO_0000589,metabolic disease
Leg fat-free mass (left),MC4R,,,,,OTAR_0000020,nutritional or metabolic disease
Leg fat-free mass (left),MC4R,,,,,OTAR_0000018,"genetic, familial or congenital disease"
Leg fat-free mass (left),MC4R,,,,,EFO_0001379,endocrine system disease
Leg fat-free mass (left),MC4R,,,,,EFO_0001444,measurement
Mean platelet (thrombocyte) volume,PTPRJ,,,,,EFO_0001444,measurement
Mean platelet (thrombocyte) volume,PTPRJ,,,,,EFO_0000508,genetic disorder
Mean platelet (thrombocyte) volume,PTPRJ,,,,,OTAR_0000018,"genetic, familial or congenital disease"
Mean platelet (thrombocyte) volume,PTPRJ,,,,,EFO_0005803,hematologic disease
Mean platelet (thrombocyte) volume,PTPRJ,,,,,MONDO_0045024,cancer or benign tumor
Mean platelet (thrombocyte) volume,PTPRJ,,,,,EFO_0000616,neoplasm
Mean platelet (thrombocyte) volume,PTPRJ,,,,,MONDO_0023370,neoplastic disease or syndrome
Mean platelet (thrombocyte) volume,PTPRJ,,,,,EFO_0009386,central nervous system disease
Mean platelet (thrombocyte) volume,PTPRJ,,,,,EFO_0000618,nervous system disease
Mean platelet (thrombocyte) volume,PTPRJ,,,,,EFO_0004584,mean platelet volume
Mean platelet (thrombocyte) volume,PTPRJ,,,,,EFO_0006846,autoimmune disease biomarker
Mean platelet (thrombocyte) volume,PTPRJ,,,,,EFO_0005036,platelet measurement
Mean platelet (thrombocyte) volume,PTPRJ,,,,,EFO_0004503,hematological measurement
